Condition|Variant
Recurrent Lower Urinary Tract Infections in Females|Recurrent lower urinary tract infections in a female. Complicated, or patients who are nonresponders to conventional therapy, develop frequent reinfections or relapses, or have known underlying risk factors.
Recurrent Lower Urinary Tract Infections in Females|Recurrent lower urinary tract infections in a female. Uncomplicated with no underlying risk factors.
Recurrent Lower Urinary Tract Infections in Females|Recurrent lower urinary tract infections in a female. Complicated, or patients who are nonresponders to conventional therapy, develop frequent reinfections or relapses, or have known underlying risk factors.
Recurrent Lower Urinary Tract Infections in Females|Recurrent lower urinary tract infections in a female. Uncomplicated with no underlying risk factors.
Recurrent Lower Urinary Tract Infections in Females|Recurrent lower urinary tract infections in a female. Uncomplicated with no underlying risk factors.
Recurrent Lower Urinary Tract Infections in Females|Recurrent lower urinary tract infections in a female. Complicated, or patients who are nonresponders to conventional therapy, develop frequent reinfections or relapses, or have known underlying risk factors.
Recurrent Lower Urinary Tract Infections in Females|Recurrent lower urinary tract infections in a female. Uncomplicated with no underlying risk factors.
Recurrent Lower Urinary Tract Infections in Females|Recurrent lower urinary tract infections in a female. Complicated, or patients who are nonresponders to conventional therapy, develop frequent reinfections or relapses, or have known underlying risk factors.
Recurrent Lower Urinary Tract Infections in Females|Recurrent lower urinary tract infections in a female. Uncomplicated with no underlying risk factors.
Recurrent Lower Urinary Tract Infections in Females|Recurrent lower urinary tract infections in a female. Complicated, or patients who are nonresponders to conventional therapy, develop frequent reinfections or relapses, or have known underlying risk factors.
Recurrent Lower Urinary Tract Infections in Females|Recurrent lower urinary tract infections in a female. Uncomplicated with no underlying risk factors.
Recurrent Lower Urinary Tract Infections in Females|Recurrent lower urinary tract infections in a female. Complicated, or patients who are nonresponders to conventional therapy, develop frequent reinfections or relapses, or have known underlying risk factors.
Recurrent Lower Urinary Tract Infections in Females|Recurrent lower urinary tract infections in a female. Uncomplicated with no underlying risk factors.
Recurrent Lower Urinary Tract Infections in Females|Recurrent lower urinary tract infections in a female. Uncomplicated with no underlying risk factors.
Recurrent Lower Urinary Tract Infections in Females|Recurrent lower urinary tract infections in a female. Complicated, or patients who are nonresponders to conventional therapy, develop frequent reinfections or relapses, or have known underlying risk factors.
Recurrent Lower Urinary Tract Infections in Females|Recurrent lower urinary tract infections in a female. Complicated, or patients who are nonresponders to conventional therapy, develop frequent reinfections or relapses, or have known underlying risk factors.
Recurrent Lower Urinary Tract Infections in Females|Recurrent lower urinary tract infections in a female. Uncomplicated with no underlying risk factors.
Recurrent Lower Urinary Tract Infections in Females|Recurrent lower urinary tract infections in a female. Complicated, or patients who are nonresponders to conventional therapy, develop frequent reinfections or relapses, or have known underlying risk factors.
Recurrent Lower Urinary Tract Infections in Females|Recurrent lower urinary tract infections in a female. Uncomplicated with no underlying risk factors.
Recurrent Lower Urinary Tract Infections in Females|Recurrent lower urinary tract infections in a female. Complicated, or patients who are nonresponders to conventional therapy, develop frequent reinfections or relapses, or have known underlying risk factors.
Recurrent Lower Urinary Tract Infections in Females|Recurrent lower urinary tract infections in a female. Uncomplicated with no underlying risk factors.
Recurrent Lower Urinary Tract Infections in Females|Recurrent lower urinary tract infections in a female. Complicated, or patients who are nonresponders to conventional therapy, develop frequent reinfections or relapses, or have known underlying risk factors.
Renal Transplant Dysfunction|Renal Transplant Dysfunction
Renal Transplant Dysfunction|Renal Transplant Dysfunction
Renal Transplant Dysfunction|Renal Transplant Dysfunction
Renal Transplant Dysfunction|Renal Transplant Dysfunction
Renal Transplant Dysfunction|Renal Transplant Dysfunction
Renal Transplant Dysfunction|Renal Transplant Dysfunction
Renal Transplant Dysfunction|Renal Transplant Dysfunction
Renal Transplant Dysfunction|Renal Transplant Dysfunction
Renal Transplant Dysfunction|Renal Transplant Dysfunction
Renal Transplant Dysfunction|Renal Transplant Dysfunction
Renal Transplant Dysfunction|Renal Transplant Dysfunction
Renal Transplant Dysfunction|Renal Transplant Dysfunction
Renal Transplant Dysfunction|Renal Transplant Dysfunction
Renal Transplant Dysfunction|Renal Transplant Dysfunction
Renovascular Hypertension|High index of suspicion of renovascular hypertension. Decreased renal function, eGFR <30 mL/min/1.73 m2.
Renovascular Hypertension|High index of suspicion of renovascular hypertension. Normal renal function.
Renovascular Hypertension|High index of suspicion of renovascular hypertension. Normal renal function.
Renovascular Hypertension|High index of suspicion of renovascular hypertension. Normal renal function.
Renovascular Hypertension|High index of suspicion of renovascular hypertension. Normal renal function.
Renovascular Hypertension|High index of suspicion of renovascular hypertension. Normal renal function.
Renovascular Hypertension|High index of suspicion of renovascular hypertension. Decreased renal function, eGFR <30 mL/min/1.73 m2.
Renovascular Hypertension|High index of suspicion of renovascular hypertension. Decreased renal function, eGFR <30 mL/min/1.73 m2.
Renovascular Hypertension|High index of suspicion of renovascular hypertension. Decreased renal function, eGFR <30 mL/min/1.73 m2.
Renovascular Hypertension|High index of suspicion of renovascular hypertension. Normal renal function.
Renovascular Hypertension|High index of suspicion of renovascular hypertension. Normal renal function.
Renovascular Hypertension|High index of suspicion of renovascular hypertension. Decreased renal function, eGFR <30 mL/min/1.73 m2.
Renovascular Hypertension|High index of suspicion of renovascular hypertension. Decreased renal function, eGFR <30 mL/min/1.73 m2.
Renovascular Hypertension|High index of suspicion of renovascular hypertension. Decreased renal function, eGFR <30 mL/min/1.73 m2.
Rib Fractures|Suspected rib fractures after cardiopulmonary resuscitation (CPR). Initial imaging.
Rib Fractures|Suspected pathologic rib fracture. Initial imaging.
Rib Fractures|Suspected rib fractures from minor blunt trauma (injury confined to ribs). Initial imaging.
Rib Fractures|Suspected rib fractures after cardiopulmonary resuscitation (CPR). Initial imaging.
Rib Fractures|Suspected pathologic rib fracture. Initial imaging.
Rib Fractures|Suspected rib fractures after cardiopulmonary resuscitation (CPR). Initial imaging.
Rib Fractures|Suspected rib fractures from minor blunt trauma (injury confined to ribs). Initial imaging.
Rib Fractures|Suspected rib fractures from minor blunt trauma (injury confined to ribs). Initial imaging.
Rib Fractures|Suspected pathologic rib fracture. Initial imaging.
Rib Fractures|Suspected rib fractures from minor blunt trauma (injury confined to ribs). Initial imaging.
Rib Fractures|Suspected rib fractures from minor blunt trauma (injury confined to ribs). Initial imaging.
Rib Fractures|Suspected pathologic rib fracture. Initial imaging.
Rib Fractures|Suspected pathologic rib fracture. Initial imaging.
Rib Fractures|Suspected rib fractures from minor blunt trauma (injury confined to ribs). Initial imaging.
Rib Fractures|Suspected rib fractures after cardiopulmonary resuscitation (CPR). Initial imaging.
Rib Fractures|Suspected rib fractures after cardiopulmonary resuscitation (CPR). Initial imaging.
Rib Fractures|Suspected pathologic rib fracture. Initial imaging.
Rib Fractures|Suspected rib fractures from minor blunt trauma (injury confined to ribs). Initial imaging.
Rib Fractures|Suspected pathologic rib fracture. Initial imaging.
Rib Fractures|Suspected rib fractures after cardiopulmonary resuscitation (CPR). Initial imaging.
Rib Fractures|Suspected pathologic rib fracture. Initial imaging.
Rib Fractures|Suspected rib fractures after cardiopulmonary resuscitation (CPR). Initial imaging.
Right Lower Quadrant Pain|Right lower quadrant pain, fever, leukocytosis. Suspected appendicitis. Initial imaging.
Right Lower Quadrant Pain|Pregnant woman. Right lower quadrant pain, fever, leukocytosis. Suspected appendicitis. Initial imaging.
Right Lower Quadrant Pain|Right lower quadrant pain. Initial imaging.
Right Lower Quadrant Pain|Pregnant woman. Right lower quadrant pain, fever, leukocytosis. Suspected appendicitis. Initial imaging.
Right Lower Quadrant Pain|Right lower quadrant pain. Initial imaging.
Right Lower Quadrant Pain|Pregnant woman. Right lower quadrant pain, fever, leukocytosis. Suspected appendicitis. Initial imaging.
Right Lower Quadrant Pain|Right lower quadrant pain. Initial imaging.
Right Lower Quadrant Pain|Pregnant woman. Right lower quadrant pain, fever, leukocytosis. Suspected appendicitis. Initial imaging.
Right Lower Quadrant Pain|Pregnant woman. Right lower quadrant pain, fever, leukocytosis. Suspected appendicitis. Initial imaging.
Right Lower Quadrant Pain|Right lower quadrant pain. Initial imaging.
Right Lower Quadrant Pain|Right lower quadrant pain. Initial imaging.
Right Lower Quadrant Pain|Right lower quadrant pain, fever, leukocytosis. Suspected appendicitis. Initial imaging.
Right Lower Quadrant Pain|Right lower quadrant pain, fever, leukocytosis. Suspected appendicitis. Initial imaging.
Right Lower Quadrant Pain|Pregnant woman. Right lower quadrant pain, fever, leukocytosis. Suspected appendicitis. Initial imaging.
Right Lower Quadrant Pain|Pregnant woman. Right lower quadrant pain, fever, leukocytosis. Suspected appendicitis. Initial imaging.
Right Lower Quadrant Pain|Right lower quadrant pain. Initial imaging.
Right Lower Quadrant Pain|Pregnant woman. Right lower quadrant pain, fever, leukocytosis. Suspected appendicitis. Initial imaging.
Right Lower Quadrant Pain|Right lower quadrant pain, fever, leukocytosis. Suspected appendicitis. Initial imaging.
Right Lower Quadrant Pain|Right lower quadrant pain. Initial imaging.
Right Lower Quadrant Pain|Right lower quadrant pain. Initial imaging.
Right Lower Quadrant Pain|Right lower quadrant pain, fever, leukocytosis. Suspected appendicitis. Initial imaging.
Right Lower Quadrant Pain|Right lower quadrant pain, fever, leukocytosis. Suspected appendicitis. Initial imaging.
Right Lower Quadrant Pain|Right lower quadrant pain, fever, leukocytosis. Suspected appendicitis. Initial imaging.
Right Lower Quadrant Pain|Right lower quadrant pain. Initial imaging.
Right Lower Quadrant Pain|Pregnant woman. Right lower quadrant pain, fever, leukocytosis. Suspected appendicitis. Initial imaging.
Right Lower Quadrant Pain|Right lower quadrant pain. Initial imaging.
Right Lower Quadrant Pain|Pregnant woman. Right lower quadrant pain, fever, leukocytosis. Suspected appendicitis. Initial imaging.
Right Lower Quadrant Pain|Right lower quadrant pain, fever, leukocytosis. Suspected appendicitis. Initial imaging.
Right Lower Quadrant Pain|Right lower quadrant pain, fever, leukocytosis. Suspected appendicitis. Initial imaging.
Right Lower Quadrant Pain|Right lower quadrant pain, fever, leukocytosis. Suspected appendicitis. Initial imaging.
Right Upper Quadrant Pain|Right upper quadrant pain. Suspected acalculous cholecystitis. Negative or equivocal ultrasound. Next imaging study.
Right Upper Quadrant Pain|Right upper quadrant pain. Fever, elevated WBC count. Suspected biliary disease. Negative or equivocal ultrasound. Next imaging study.
Right Upper Quadrant Pain|Right upper quadrant pain. Suspected acalculous cholecystitis. Negative or equivocal ultrasound. Next imaging study.
Right Upper Quadrant Pain|Right upper quadrant pain. Unknown etiology. Initial Imaging.
Right Upper Quadrant Pain|Right upper quadrant pain. No fever and no high white blood cell (WBC) count. Suspected biliary disease. Negative or equivocal ultrasound. Next imaging study.
Right Upper Quadrant Pain|Right upper quadrant pain. Suspected acalculous cholecystitis. Negative or equivocal ultrasound. Next imaging study.
Right Upper Quadrant Pain|Right upper quadrant pain. Fever, elevated WBC count. Suspected biliary disease. Negative or equivocal ultrasound. Next imaging study.
Right Upper Quadrant Pain|Right upper quadrant pain. Suspected biliary disease. Initial imaging.
Right Upper Quadrant Pain|Right upper quadrant pain. Unknown etiology. Initial Imaging.
Right Upper Quadrant Pain|Right upper quadrant pain. Unknown etiology. Initial Imaging.
Right Upper Quadrant Pain|Right upper quadrant pain. Suspected biliary disease. Initial imaging.
Right Upper Quadrant Pain|Right upper quadrant pain. Suspected acalculous cholecystitis. Negative or equivocal ultrasound. Next imaging study.
Right Upper Quadrant Pain|Right upper quadrant pain. Suspected acalculous cholecystitis. Negative or equivocal ultrasound. Next imaging study.
Right Upper Quadrant Pain|Right upper quadrant pain. Unknown etiology. Initial Imaging.
Right Upper Quadrant Pain|Right upper quadrant pain. Suspected acalculous cholecystitis. Negative or equivocal ultrasound. Next imaging study.
Right Upper Quadrant Pain|Right upper quadrant pain. Fever, elevated WBC count. Suspected biliary disease. Negative or equivocal ultrasound. Next imaging study.
Right Upper Quadrant Pain|Right upper quadrant pain. Suspected biliary disease. Initial imaging.
Right Upper Quadrant Pain|Right upper quadrant pain. Suspected biliary disease. Initial imaging.
Right Upper Quadrant Pain|Right upper quadrant pain. Fever, elevated WBC count. Suspected biliary disease. Negative or equivocal ultrasound. Next imaging study.
Right Upper Quadrant Pain|Right upper quadrant pain. No fever and no high white blood cell (WBC) count. Suspected biliary disease. Negative or equivocal ultrasound. Next imaging study.
Right Upper Quadrant Pain|Right upper quadrant pain. No fever and no high white blood cell (WBC) count. Suspected biliary disease. Negative or equivocal ultrasound. Next imaging study.
Right Upper Quadrant Pain|Right upper quadrant pain. No fever and no high white blood cell (WBC) count. Suspected biliary disease. Negative or equivocal ultrasound. Next imaging study.
Right Upper Quadrant Pain|Right upper quadrant pain. Unknown etiology. Initial Imaging.
Right Upper Quadrant Pain|Right upper quadrant pain. Suspected acalculous cholecystitis. Negative or equivocal ultrasound. Next imaging study.
Right Upper Quadrant Pain|Right upper quadrant pain. Suspected biliary disease. Initial imaging.
Right Upper Quadrant Pain|Right upper quadrant pain. Unknown etiology. Initial Imaging.
Right Upper Quadrant Pain|Right upper quadrant pain. Fever, elevated WBC count. Suspected biliary disease. Negative or equivocal ultrasound. Next imaging study.
Right Upper Quadrant Pain|Right upper quadrant pain. Unknown etiology. Initial Imaging.
Right Upper Quadrant Pain|Right upper quadrant pain. No fever and no high white blood cell (WBC) count. Suspected biliary disease. Negative or equivocal ultrasound. Next imaging study.
Right Upper Quadrant Pain|Right upper quadrant pain. Suspected biliary disease. Initial imaging.
Right Upper Quadrant Pain|Right upper quadrant pain. Unknown etiology. Initial Imaging.
Right Upper Quadrant Pain|Right upper quadrant pain. Fever, elevated WBC count. Suspected biliary disease. Negative or equivocal ultrasound. Next imaging study.
Right Upper Quadrant Pain|Right upper quadrant pain. Suspected biliary disease. Initial imaging.
Right Upper Quadrant Pain|Right upper quadrant pain. No fever and no high white blood cell (WBC) count. Suspected biliary disease. Negative or equivocal ultrasound. Next imaging study.
Routine Chest Imaging|Routine chest imaging for hospital admission. No clinical concern for cardiopulmonary disease. Initial Imaging.
Routine Chest Imaging|Routine chest imaging. History of chronic cardiopulmonary disease with stable clinical findings. Surveillance chest imaging.
Routine Chest Imaging|Routine chest imaging for hospital admission. No clinical concern for cardiopulmonary disease. Initial Imaging.
Routine Chest Imaging|Routine preoperative chest imaging for noncardiothoracic surgery. History of chronic cardiopulmonary disease or cardiothoracic surgery. Initial imaging.
Routine Chest Imaging|Routine preoperative chest imaging for noncardiothoracic surgery. History of chronic cardiopulmonary disease or cardiothoracic surgery. Initial imaging.
Routine Chest Imaging|Routine preoperative chest imaging for noncardiothoracic surgery. No history of chronic cardiopulmonary disease or cardiothoracic surgery. Initial imaging.
Routine Chest Imaging|Routine chest imaging. History of chronic cardiopulmonary disease with stable clinical findings. Surveillance chest imaging.
Routine Chest Imaging|Routine chest imaging. History of chronic cardiopulmonary disease with stable clinical findings. Surveillance chest imaging.
Routine Chest Imaging|Routine chest imaging. History of chronic cardiopulmonary disease with stable clinical findings. Surveillance chest imaging.
Routine Chest Imaging|Routine chest imaging for hospital admission. No clinical concern for cardiopulmonary disease. Initial Imaging.
Routine Chest Imaging|Routine preoperative chest imaging for noncardiothoracic surgery. No history of chronic cardiopulmonary disease or cardiothoracic surgery. Initial imaging.
Routine Chest Imaging|Routine chest imaging. History of chronic cardiopulmonary disease with stable clinical findings. Surveillance chest imaging.
Routine Chest Imaging|Routine chest imaging. History of chronic cardiopulmonary disease with stable clinical findings. Surveillance chest imaging.
Routine Chest Imaging|Routine chest imaging. History of chronic cardiopulmonary disease with stable clinical findings. Surveillance chest imaging.
Routine Chest Imaging|Routine preoperative chest imaging for noncardiothoracic surgery. No history of chronic cardiopulmonary disease or cardiothoracic surgery. Initial imaging.
Routine Chest Imaging|Routine preoperative chest imaging for noncardiothoracic surgery. History of chronic cardiopulmonary disease or cardiothoracic surgery. Initial imaging.
Routine Chest Imaging|Routine chest imaging for hospital admission. No clinical concern for cardiopulmonary disease. Initial Imaging.
Routine Chest Imaging|Routine preoperative chest imaging for noncardiothoracic surgery. History of chronic cardiopulmonary disease or cardiothoracic surgery. Initial imaging.
Routine Chest Imaging|Routine chest imaging for hospital admission. No clinical concern for cardiopulmonary disease. Initial Imaging.
Routine Chest Imaging|Routine chest imaging for hospital admission. No clinical concern for cardiopulmonary disease. Initial Imaging.
Routine Chest Imaging|Routine chest imaging. History of chronic cardiopulmonary disease with stable clinical findings. Surveillance chest imaging.
Routine Chest Imaging|Routine preoperative chest imaging for noncardiothoracic surgery. No history of chronic cardiopulmonary disease or cardiothoracic surgery. Initial imaging.
Routine Chest Imaging|Routine chest imaging for hospital admission. No clinical concern for cardiopulmonary disease. Initial Imaging.
Routine Chest Imaging|Routine preoperative chest imaging for noncardiothoracic surgery. No history of chronic cardiopulmonary disease or cardiothoracic surgery. Initial imaging.
Routine Chest Imaging|Routine preoperative chest imaging for noncardiothoracic surgery. History of chronic cardiopulmonary disease or cardiothoracic surgery. Initial imaging.
Routine Chest Imaging|Routine preoperative chest imaging for noncardiothoracic surgery. No history of chronic cardiopulmonary disease or cardiothoracic surgery. Initial imaging.
Routine Chest Imaging|Routine preoperative chest imaging for noncardiothoracic surgery. No history of chronic cardiopulmonary disease or cardiothoracic surgery. Initial imaging.
Routine Chest Imaging|Routine preoperative chest imaging for noncardiothoracic surgery. History of chronic cardiopulmonary disease or cardiothoracic surgery. Initial imaging.
Routine Chest Imaging|Routine preoperative chest imaging for noncardiothoracic surgery. History of chronic cardiopulmonary disease or cardiothoracic surgery. Initial imaging.
Routine Chest Imaging|Routine chest imaging for hospital admission. No clinical concern for cardiopulmonary disease. Initial Imaging.
Routine Chest Imaging|Routine preoperative chest imaging for noncardiothoracic surgery. No history of chronic cardiopulmonary disease or cardiothoracic surgery. Initial imaging.
Routine Chest Imaging|Routine preoperative chest imaging for noncardiothoracic surgery. History of chronic cardiopulmonary disease or cardiothoracic surgery. Initial imaging.
Routine Chest Imaging|Routine chest imaging. History of chronic cardiopulmonary disease with stable clinical findings. Surveillance chest imaging.
Routine Chest Imaging|Routine preoperative chest imaging for noncardiothoracic surgery. No history of chronic cardiopulmonary disease or cardiothoracic surgery. Initial imaging.
Routine Chest Imaging|Routine preoperative chest imaging for noncardiothoracic surgery. History of chronic cardiopulmonary disease or cardiothoracic surgery. Initial imaging.
Routine Chest Imaging|Routine chest imaging for hospital admission. No clinical concern for cardiopulmonary disease. Initial Imaging.
Scoliosis-Child|Adolescent (10 to 17 years of age). Adolescent idiopathic scoliosis. No risk factors. Initial imaging.
Scoliosis-Child|Adolescent (10 to 17 years of age). Adolescent idiopathic scoliosis. No risk factors. Initial imaging.
Scoliosis-Child|Child. Congenital scoliosis. Initial imaging.
Scoliosis-Child|Child. Congenital scoliosis. Initial imaging.
Scoliosis-Child|Child (0 to 9 years of age). Early onset idiopathic scoliosis. Initial imaging.
Scoliosis-Child|Adolescent (10 to 17 years of age). Adolescent idiopathic scoliosis. No risk factors. Initial imaging.
Scoliosis-Child|Adolescent (10 to 17 years of age). Adolescent idiopathic scoliosis. Risk factors. Initial imaging.
Scoliosis-Child|Child. Congenital scoliosis. Initial imaging.
Scoliosis-Child|Adolescent (10 to 17 years of age). Adolescent idiopathic scoliosis. Risk factors. Initial imaging.
Scoliosis-Child|Child. Congenital scoliosis. Initial imaging.
Scoliosis-Child|Child. Congenital scoliosis. Initial imaging.
Scoliosis-Child|Child (0 to 9 years of age). Early onset idiopathic scoliosis. Initial imaging.
Scoliosis-Child|Adolescent (10 to 17 years of age). Adolescent idiopathic scoliosis. Risk factors. Initial imaging.
Scoliosis-Child|Adolescent (10 to 17 years of age). Adolescent idiopathic scoliosis. No risk factors. Initial imaging.
Scoliosis-Child|Adolescent (10 to 17 years of age). Adolescent idiopathic scoliosis. Risk factors. Initial imaging.
Scoliosis-Child|Adolescent (10 to 17 years of age). Adolescent idiopathic scoliosis. No risk factors. Initial imaging.
Scoliosis-Child|Child (0 to 9 years of age). Early onset idiopathic scoliosis. Initial imaging.
Scoliosis-Child|Child. Congenital scoliosis. Initial imaging.
Scoliosis-Child|Child. Congenital scoliosis. Initial imaging.
Scoliosis-Child|Adolescent (10 to 17 years of age). Adolescent idiopathic scoliosis. No risk factors. Initial imaging.
Scoliosis-Child|Adolescent (10 to 17 years of age). Adolescent idiopathic scoliosis. No risk factors. Initial imaging.
Scoliosis-Child|Child (0 to 9 years of age). Early onset idiopathic scoliosis. Initial imaging.
Scoliosis-Child|Adolescent (10 to 17 years of age). Adolescent idiopathic scoliosis. Risk factors. Initial imaging.
Scoliosis-Child|Child (0 to 9 years of age). Early onset idiopathic scoliosis. Initial imaging.
Scoliosis-Child|Adolescent (10 to 17 years of age). Adolescent idiopathic scoliosis. Risk factors. Initial imaging.
Scoliosis-Child|Adolescent (10 to 17 years of age). Adolescent idiopathic scoliosis. Risk factors. Initial imaging.
Scoliosis-Child|Child (0 to 9 years of age). Early onset idiopathic scoliosis. Initial imaging.
Scoliosis-Child|Child (0 to 9 years of age). Early onset idiopathic scoliosis. Initial imaging.
Screening for Abdominal Aortic Aneurysm|Adult. Abdominal aortic aneurysm screening. Asymptomatic, with or without a family history of AAA or history of smoking.
Screening for Abdominal Aortic Aneurysm|Adult. Abdominal aortic aneurysm screening. Asymptomatic, with or without a family history of AAA or history of smoking.
Screening for Abdominal Aortic Aneurysm|Adult. Abdominal aortic aneurysm screening. Asymptomatic, with or without a family history of AAA or history of smoking.
Screening for Abdominal Aortic Aneurysm|Adult. Abdominal aortic aneurysm screening. Asymptomatic, with or without a family history of AAA or history of smoking.
Screening for Abdominal Aortic Aneurysm|Adult. Abdominal aortic aneurysm screening. Asymptomatic, with or without a family history of AAA or history of smoking.
Screening for Abdominal Aortic Aneurysm|Adult. Abdominal aortic aneurysm screening. Asymptomatic, with or without a family history of AAA or history of smoking.
Screening for Abdominal Aortic Aneurysm|Adult. Abdominal aortic aneurysm screening. Asymptomatic, with or without a family history of AAA or history of smoking.
Screening for Abdominal Aortic Aneurysm|Adult. Abdominal aortic aneurysm screening. Asymptomatic, with or without a family history of AAA or history of smoking.
Screening for Abdominal Aortic Aneurysm|Adult. Abdominal aortic aneurysm screening. Asymptomatic, with or without a family history of AAA or history of smoking.
Screening for Abdominal Aortic Aneurysm|Adult. Abdominal aortic aneurysm screening. Asymptomatic, with or without a family history of AAA or history of smoking.
Screening for Abdominal Aortic Aneurysm|Adult. Abdominal aortic aneurysm screening. Asymptomatic, with or without a family history of AAA or history of smoking.
Screening for Abdominal Aortic Aneurysm|Adult. Abdominal aortic aneurysm screening. Asymptomatic, with or without a family history of AAA or history of smoking.
Screening for Abdominal Aortic Aneurysm|Adult. Abdominal aortic aneurysm screening. Asymptomatic, with or without a family history of AAA or history of smoking.
Screening for Abdominal Aortic Aneurysm|Adult. Abdominal aortic aneurysm screening. Asymptomatic, with or without a family history of AAA or history of smoking.
Screening for Abdominal Aortic Aneurysm|Adult. Abdominal aortic aneurysm screening. Asymptomatic, with or without a family history of AAA or history of smoking.
Second and Third Trimester Screening for Fetal Anomaly|Second and third trimester screening for abnormal finding on ultrasound
Second and Third Trimester Screening for Fetal Anomaly|Second and third trimester screening for fetal anomaly. Low-risk pregnancy. Initial imaging.
Second and Third Trimester Screening for Fetal Anomaly|Second and third trimester screening for fetal anomaly. High-risk pregnancy. Initial imaging.
Second and Third Trimester Screening for Fetal Anomaly|Second and third trimester screening for fetal anomaly. High-risk pregnancy. Initial imaging.
Second and Third Trimester Screening for Fetal Anomaly|Second and third trimester screening for fetal anomaly. Low-risk pregnancy. Initial imaging.
Second and Third Trimester Screening for Fetal Anomaly|Second and third trimester screening for abnormal finding on ultrasound
Second and Third Trimester Screening for Fetal Anomaly|Second and third trimester screening for abnormal finding on ultrasound
Second and Third Trimester Screening for Fetal Anomaly|Second and third trimester screening for fetal anomaly. Low-risk pregnancy. Initial imaging.
Second and Third Trimester Screening for Fetal Anomaly|Second and third trimester screening for fetal anomaly. High-risk pregnancy. Initial imaging.
Second and Third Trimester Screening for Fetal Anomaly|Second and third trimester screening for abnormal finding on ultrasound
Second and Third Trimester Screening for Fetal Anomaly|Second and third trimester screening for fetal anomaly. High-risk pregnancy. Initial imaging.
Second and Third Trimester Screening for Fetal Anomaly|Second and third trimester screening for abnormal finding on ultrasound
Second and Third Trimester Screening for Fetal Anomaly|Second and third trimester screening for fetal anomaly. Low-risk pregnancy. Initial imaging.
Second and Third Trimester Screening for Fetal Anomaly|Second and third trimester screening for abnormal finding on ultrasound
Second and Third Trimester Screening for Fetal Anomaly|Second and third trimester screening for abnormal finding on ultrasound
Second and Third Trimester Screening for Fetal Anomaly|Second and third trimester screening for abnormal finding on ultrasound
Second and Third Trimester Screening for Fetal Anomaly|Second and third trimester screening for abnormal finding on ultrasound
Second and Third Trimester Screening for Fetal Anomaly|Second and third trimester screening for fetal anomaly. Low-risk pregnancy. Initial imaging.
Second and Third Trimester Screening for Fetal Anomaly|Second and third trimester screening for abnormal finding on ultrasound
Second and Third Trimester Screening for Fetal Anomaly|Second and third trimester screening for fetal anomaly. High-risk pregnancy. Initial imaging.
Second and Third Trimester Vaginal Bleeding|Second and third trimester vaginal bleeding. Painless bleeding. Initial imaging.
Second and Third Trimester Vaginal Bleeding|Second and third trimester vaginal bleeding. Suspicion of or known placental previa, low-lying placental, or vasa previa. Initial imaging.
Second and Third Trimester Vaginal Bleeding|Second and third trimester vaginal bleeding. Painless bleeding. Initial imaging.
Second and Third Trimester Vaginal Bleeding|Second and third trimester vaginal bleeding. Painful bleeding. Initial imaging.
Second and Third Trimester Vaginal Bleeding|Second and third trimester vaginal bleeding. Painful bleeding. Initial imaging.
Second and Third Trimester Vaginal Bleeding|Second and third trimester vaginal bleeding. Painful bleeding. Initial imaging.
Second and Third Trimester Vaginal Bleeding|Second and third trimester vaginal bleeding. Painful bleeding. Initial imaging.
Second and Third Trimester Vaginal Bleeding|Second and third trimester vaginal bleeding. Painless bleeding. Initial imaging.
Second and Third Trimester Vaginal Bleeding|Second and third trimester vaginal bleeding. Suspicion of or known placental previa, low-lying placental, or vasa previa. Initial imaging.
Second and Third Trimester Vaginal Bleeding|Second and third trimester vaginal bleeding. Painless bleeding. Initial imaging.
Second and Third Trimester Vaginal Bleeding|Second and third trimester vaginal bleeding. Suspicion of or known placental previa, low-lying placental, or vasa previa. Initial imaging.
Second and Third Trimester Vaginal Bleeding|Second and third trimester vaginal bleeding. Suspicion of or known placental previa, low-lying placental, or vasa previa. Initial imaging.
Seizures and Epilepsy|New-onset seizure. Unrelated to trauma. Initial imaging.
Seizures and Epilepsy|Known seizure disorder. Change in seizure semiology or new neurologic deficit or no return to previous neurologic baseline.
Seizures and Epilepsy|New-onset seizure. Unrelated to trauma. Initial imaging.
Seizures and Epilepsy|Known seizure disorder. Surgical candidate or surgical planning.
Seizures and Epilepsy|Known seizure disorder. Surgical candidate or surgical planning.
Seizures and Epilepsy|Known seizure disorder. Unchanged seizure semiology.
Seizures and Epilepsy|Known seizure disorder. History of tumor.
Seizures and Epilepsy|Known seizure disorder. Change in seizure semiology or new neurologic deficit or no return to previous neurologic baseline.
Seizures and Epilepsy|Known seizure disorder. Change in seizure semiology or new neurologic deficit or no return to previous neurologic baseline.
Seizures and Epilepsy|Known seizure disorder. History of tumor.
Seizures and Epilepsy|Known seizure disorder. History of tumor.
Seizures and Epilepsy|Known seizure disorder. Change in seizure semiology or new neurologic deficit or no return to previous neurologic baseline.
Seizures and Epilepsy|Known seizure disorder. Change in seizure semiology or new neurologic deficit or no return to previous neurologic baseline.
Seizures and Epilepsy|Known seizure disorder. History of tumor.
Seizures and Epilepsy|Known seizure disorder. Unchanged seizure semiology.
Seizures and Epilepsy|Known seizure disorder. Surgical candidate or surgical planning.
Seizures and Epilepsy|New-onset seizure. Unrelated to trauma. Initial imaging.
Seizures and Epilepsy|Known seizure disorder. Surgical candidate or surgical planning.
